constellation,constellation_pattern,modulus,class,window,statistic,g,n_obs,empirical,predicted,predicted_wheel_only,se,z,z_wheel_only,class_mod_6,class_mod_30,class_mod_7,class_mod_11,dist_to_mult_7,dist_to_mult_11,paper_direction,text
twin,"(0,2)",2310,179,1e5-1e6,mean_norm_gap,,55,1.13901,0.940677,0.930989,0.193043,1.027,1.078,5,29,4,3,3,3,,"Twin primes, class 179 mod 2310, window 1e5-1e6: mean normalized gap runs 13.9% long; model predicts 5.9% short; z = +1.0."
twin,"(0,2)",2310,179,1e5-1e6,var_norm_gap,,55,1.91089,0.942593,0.910965,0.781198,1.24,1.28,5,29,4,3,3,3,,"Twin primes, class 179 mod 2310, window 1e5-1e6: variance of the normalized gap is 1.911 vs predicted 0.9426; z = +1.2."
twin,"(0,2)",2310,179,1e5-1e6,skew_norm_gap,,55,2.52541,1.85801,1.89835,0.568327,1.174,1.103,5,29,4,3,3,3,,"Twin primes, class 179 mod 2310, window 1e5-1e6: skewness of the normalized gap is 2.525 vs predicted 1.858; z = +1.2."
twin,"(0,2)",2310,179,1e5-1e6,kurt_norm_gap,,55,7.0705,5.33106,5.47777,3.65995,0.4753,0.4352,5,29,4,3,3,3,,"Twin primes, class 179 mod 2310, window 1e5-1e6: excess kurtosis of the normalized gap is 7.07 vs predicted 5.331; z = +0.5."
twin,"(0,2)",2310,179,1e5-1e6,p_tail_2x,,55,0.0909091,0.132796,0.140842,0.0408907,-1.024,-1.221,5,29,4,3,3,3,,"Twin primes, class 179 mod 2310, window 1e5-1e6: P(gap > 2x class mean) is 0.09091 vs predicted 0.1328; z = -1.0."
twin,"(0,2)",2310,179,1e5-1e6,p_tail_3x,,55,0.0545455,0.0466997,0.0543352,0.0315842,0.2484,0.006657,5,29,4,3,3,3,,"Twin primes, class 179 mod 2310, window 1e5-1e6: P(gap > 3x class mean) is 0.05455 vs predicted 0.0467; z = +0.2."
twin,"(0,2)",2310,179,1e5-1e6,p_tail_5x,,55,0.0181818,0.00584962,0.00698175,0.0181146,0.6808,0.6183,5,29,4,3,3,3,,"Twin primes, class 179 mod 2310, window 1e5-1e6: P(gap > 5x class mean) is 0.01818 vs predicted 0.00585; z = +0.7."
twin,"(0,2)",2310,179,1e5-1e6,p_gap_6,,55,0,0,0,0,,,5,29,4,3,3,3,,"Twin primes, class 179 mod 2310, window 1e5-1e6: P(gap = 6) is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,179,1e5-1e6,p_gap_12,,55,0.0727273,0.117554,0.131399,0.0342719,-1.308,-1.712,5,29,4,3,3,3,,"Twin primes, class 179 mod 2310, window 1e5-1e6: P(gap = 12) is 0.07273 vs predicted 0.1176; z = -1.3."
twin,"(0,2)",2310,179,1e5-1e6,p_gap_18,,55,0.0909091,0.103549,0.1139,0.0401885,-0.3145,-0.5721,5,29,4,3,3,3,,"Twin primes, class 179 mod 2310, window 1e5-1e6: P(gap = 18) is 0.09091 vs predicted 0.1035; z = -0.3."
twin,"(0,2)",2310,179,1e5-1e6,p_gap_30,,55,0,0,0,0,,,5,29,4,3,3,3,,"Twin primes, class 179 mod 2310, window 1e5-1e6: P(gap = 30) is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,179,1e5-1e6,hazard,6,55,0,0,0,0,,,5,29,4,3,3,3,,"Twin primes, class 179 mod 2310, window 1e5-1e6: hazard of the next pair at gap 6 is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,179,1e5-1e6,hazard,24,46,0,0,0,0,,,5,29,4,3,3,3,,"Twin primes, class 179 mod 2310, window 1e5-1e6: hazard of the next pair at gap 24 is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,179,1e5-1e6,hazard,42,46,0.108696,0.117135,0.130867,0.0462363,-0.1825,-0.4795,5,29,4,3,3,3,,"Twin primes, class 179 mod 2310, window 1e5-1e6: hazard of the next pair at gap 42 is 0.1087 vs predicted 0.1171; z = -0.2."
twin,"(0,2)",2310,179,1e5-1e6,hazard,60,37,0.243243,0.125883,0.130357,0.0728321,1.611,1.55,5,29,4,3,3,3,,"Twin primes, class 179 mod 2310, window 1e5-1e6: hazard of the next pair at gap 60 is 0.2432 vs predicted 0.1259; z = +1.6."
twin,"(0,2)",2310,179,1e5-1e6,hazard,102,24,0.166667,0.149104,0.129869,0.0780525,0.225,0.4714,5,29,4,3,3,3,,"Twin primes, class 179 mod 2310, window 1e5-1e6: hazard of the next pair at gap 102 is 0.1667 vs predicted 0.1491; z = +0.2."
twin,"(0,2)",2310,179,1e5-1e6,hazard,174,17,0,0,0,0,,,5,29,4,3,3,3,,"Twin primes, class 179 mod 2310, window 1e5-1e6: hazard of the next pair at gap 174 is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,179,1e5-1e6,hazard,300,8,0.125,0.115792,0.127544,0.120528,0.07639,-0.02111,5,29,4,3,3,3,,"Twin primes, class 179 mod 2310, window 1e5-1e6: hazard of the next pair at gap 300 is 0.125 vs predicted 0.1158; z = +0.1."
twin,"(0,2)",2310,179,1e5-1e6,autocorr_lag1,,54,0.20357,0,0,0.146147,1.393,1.393,5,29,4,3,3,3,,"Twin primes, class 179 mod 2310, window 1e5-1e6: lag-1 autocorrelation of consecutive normalized gaps is +0.2036 (hazard model predicts 0); z = +1.4."
twin,"(0,2)",2310,191,1e5-1e6,mean_norm_gap,,50,0.710383,0.952224,0.965133,0.0847775,-2.853,-3.005,5,11,2,4,2,4,,"Twin primes, class 191 mod 2310, window 1e5-1e6: mean normalized gap runs 29.0% short; model predicts 4.8% short; z = -2.9."
twin,"(0,2)",2310,191,1e5-1e6,var_norm_gap,,50,0.35094,0.940075,0.926986,0.0762646,-7.725,-7.553,5,11,2,4,2,4,,"Twin primes, class 191 mod 2310, window 1e5-1e6: variance of the normalized gap is 0.3509 vs predicted 0.9401; z = -7.7."
twin,"(0,2)",2310,191,1e5-1e6,skew_norm_gap,,50,0.95124,1.8501,1.83202,0.322806,-2.785,-2.729,5,11,2,4,2,4,,"Twin primes, class 191 mod 2310, window 1e5-1e6: skewness of the normalized gap is 0.9512 vs predicted 1.85; z = -2.8."
twin,"(0,2)",2310,191,1e5-1e6,kurt_norm_gap,,50,0.409717,5.42454,5.27782,0.980806,-5.113,-4.963,5,11,2,4,2,4,,"Twin primes, class 191 mod 2310, window 1e5-1e6: excess kurtosis of the normalized gap is 0.4097 vs predicted 5.425; z = -5.1."
twin,"(0,2)",2310,191,1e5-1e6,p_tail_2x,,50,0.12,0.131894,0.133613,0.0464662,-0.256,-0.293,5,11,2,4,2,4,,"Twin primes, class 191 mod 2310, window 1e5-1e6: P(gap > 2x class mean) is 0.12 vs predicted 0.1319; z = -0.3."
twin,"(0,2)",2310,191,1e5-1e6,p_tail_3x,,50,0.02,0.045096,0.0479594,0.0197978,-1.268,-1.412,5,11,2,4,2,4,,"Twin primes, class 191 mod 2310, window 1e5-1e6: P(gap > 3x class mean) is 0.02 vs predicted 0.0451; z = -1.3."
twin,"(0,2)",2310,191,1e5-1e6,p_tail_5x,,50,0,0.00572922,0.00585227,0,,,5,11,2,4,2,4,,"Twin primes, class 191 mod 2310, window 1e5-1e6: P(gap > 5x class mean) is 0 vs predicted 0.005729; z undefined."
twin,"(0,2)",2310,191,1e5-1e6,p_gap_6,,50,0.14,0.117554,0.131399,0.0482251,0.4654,0.1784,5,11,2,4,2,4,,"Twin primes, class 191 mod 2310, window 1e5-1e6: P(gap = 6) is 0.14 vs predicted 0.1176; z = +0.5."
twin,"(0,2)",2310,191,1e5-1e6,p_gap_12,,50,0,0,0,0,,,5,11,2,4,2,4,,"Twin primes, class 191 mod 2310, window 1e5-1e6: P(gap = 12) is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,191,1e5-1e6,p_gap_18,,50,0,0,0,0,,,5,11,2,4,2,4,,"Twin primes, class 191 mod 2310, window 1e5-1e6: P(gap = 18) is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,191,1e5-1e6,p_gap_30,,50,0.12,0.103549,0.1139,0.047704,0.3449,0.1279,5,11,2,4,2,4,,"Twin primes, class 191 mod 2310, window 1e5-1e6: P(gap = 30) is 0.12 vs predicted 0.1035; z = +0.3."
twin,"(0,2)",2310,191,1e5-1e6,hazard,6,50,0.14,0.117554,0.131399,0.0482251,0.4654,0.1784,5,11,2,4,2,4,,"Twin primes, class 191 mod 2310, window 1e5-1e6: hazard of the next pair at gap 6 is 0.14 vs predicted 0.1176; z = +0.5."
twin,"(0,2)",2310,191,1e5-1e6,hazard,24,43,0,0,0,0,,,5,11,2,4,2,4,,"Twin primes, class 191 mod 2310, window 1e5-1e6: hazard of the next pair at gap 24 is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,191,1e5-1e6,hazard,42,31,0,0,0,0,,,5,11,2,4,2,4,,"Twin primes, class 191 mod 2310, window 1e5-1e6: hazard of the next pair at gap 42 is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,191,1e5-1e6,hazard,60,27,0,0,0,0,,,5,11,2,4,2,4,,"Twin primes, class 191 mod 2310, window 1e5-1e6: hazard of the next pair at gap 60 is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,191,1e5-1e6,hazard,102,19,0,0,0,0,,,5,11,2,4,2,4,,"Twin primes, class 191 mod 2310, window 1e5-1e6: hazard of the next pair at gap 102 is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,191,1e5-1e6,hazard,174,7,0,0,0,0,,,5,11,2,4,2,4,,"Twin primes, class 191 mod 2310, window 1e5-1e6: hazard of the next pair at gap 174 is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,191,1e5-1e6,hazard,300,1,0,0.115697,0.127544,0,,,5,11,2,4,2,4,,"Twin primes, class 191 mod 2310, window 1e5-1e6: hazard of the next pair at gap 300 is 0 vs predicted 0.1157; z undefined."
twin,"(0,2)",2310,191,1e5-1e6,autocorr_lag1,,49,-0.0175726,0,0,0.119499,-0.1471,-0.1471,5,11,2,4,2,4,,"Twin primes, class 191 mod 2310, window 1e5-1e6: lag-1 autocorrelation of consecutive normalized gaps is -0.0176 (hazard model predicts 0); z = -0.1."
twin,"(0,2)",2310,197,1e5-1e6,mean_norm_gap,,55,1.1761,1.05612,1.05685,0.159413,0.7526,0.7481,5,17,1,10,1,1,,"Twin primes, class 197 mod 2310, window 1e5-1e6: mean normalized gap runs 17.6% long; model predicts 5.6% long; z = +0.8."
twin,"(0,2)",2310,197,1e5-1e6,var_norm_gap,,55,1.29717,0.945034,0.920488,0.385115,0.9144,0.9781,5,17,1,10,1,1,,"Twin primes, class 197 mod 2310, window 1e5-1e6: variance of the normalized gap is 1.297 vs predicted 0.945; z = +0.9."
twin,"(0,2)",2310,197,1e5-1e6,skew_norm_gap,,55,1.6298,1.75992,1.82595,0.451146,-0.2884,-0.4348,5,17,1,10,1,1,,"Twin primes, class 197 mod 2310, window 1e5-1e6: skewness of the normalized gap is 1.63 vs predicted 1.76; z = -0.3."
twin,"(0,2)",2310,197,1e5-1e6,kurt_norm_gap,,55,3.07481,5.02867,5.34946,2.1146,-0.924,-1.076,5,17,1,10,1,1,,"Twin primes, class 197 mod 2310, window 1e5-1e6: excess kurtosis of the normalized gap is 3.075 vs predicted 5.029; z = -0.9."
twin,"(0,2)",2310,197,1e5-1e6,p_tail_2x,,55,0.145455,0.118411,0.120204,0.047796,0.5658,0.5283,5,17,1,10,1,1,,"Twin primes, class 197 mod 2310, window 1e5-1e6: P(gap > 2x class mean) is 0.1455 vs predicted 0.1184; z = +0.6."
twin,"(0,2)",2310,197,1e5-1e6,p_tail_3x,,55,0.0181818,0.032825,0.0354552,0.0175535,-0.8342,-0.984,5,17,1,10,1,1,,"Twin primes, class 197 mod 2310, window 1e5-1e6: P(gap > 3x class mean) is 0.01818 vs predicted 0.03283; z = -0.8."
twin,"(0,2)",2310,197,1e5-1e6,p_tail_5x,,55,0,0.00366056,0.00416924,0,,,5,17,1,10,1,1,,"Twin primes, class 197 mod 2310, window 1e5-1e6: P(gap > 5x class mean) is 0 vs predicted 0.003661; z undefined."
twin,"(0,2)",2310,197,1e5-1e6,p_gap_6,,55,0,0,0,0,,,5,17,1,10,1,1,,"Twin primes, class 197 mod 2310, window 1e5-1e6: P(gap = 6) is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,197,1e5-1e6,p_gap_12,,55,0,0,0,0,,,5,17,1,10,1,1,,"Twin primes, class 197 mod 2310, window 1e5-1e6: P(gap = 12) is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,197,1e5-1e6,p_gap_18,,55,0,0,0,0,,,5,17,1,10,1,1,,"Twin primes, class 197 mod 2310, window 1e5-1e6: P(gap = 18) is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,197,1e5-1e6,p_gap_30,,55,0.0909091,0.101992,0.1139,0.0380789,-0.2911,-0.6038,5,17,1,10,1,1,,"Twin primes, class 197 mod 2310, window 1e5-1e6: P(gap = 30) is 0.09091 vs predicted 0.102; z = -0.3."
twin,"(0,2)",2310,197,1e5-1e6,hazard,6,55,0,0,0,0,,,5,17,1,10,1,1,,"Twin primes, class 197 mod 2310, window 1e5-1e6: hazard of the next pair at gap 6 is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,197,1e5-1e6,hazard,24,55,0.2,0.130616,0.131399,0.0544701,1.274,1.259,5,17,1,10,1,1,,"Twin primes, class 197 mod 2310, window 1e5-1e6: hazard of the next pair at gap 24 is 0.2 vs predicted 0.1306; z = +1.3."
twin,"(0,2)",2310,197,1e5-1e6,hazard,42,39,0.128205,0.117108,0.130867,0.0549796,0.2018,-0.04842,5,17,1,10,1,1,,"Twin primes, class 197 mod 2310, window 1e5-1e6: hazard of the next pair at gap 42 is 0.1282 vs predicted 0.1171; z = +0.2."
twin,"(0,2)",2310,197,1e5-1e6,hazard,60,34,0,0,0,0,,,5,17,1,10,1,1,,"Twin primes, class 197 mod 2310, window 1e5-1e6: hazard of the next pair at gap 60 is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,197,1e5-1e6,hazard,102,27,0,0,0,0,,,5,17,1,10,1,1,,"Twin primes, class 197 mod 2310, window 1e5-1e6: hazard of the next pair at gap 102 is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,197,1e5-1e6,hazard,174,20,0,0,0,0,,,5,17,1,10,1,1,,"Twin primes, class 197 mod 2310, window 1e5-1e6: hazard of the next pair at gap 174 is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,197,1e5-1e6,hazard,300,8,0,0,0,0,,,5,17,1,10,1,1,,"Twin primes, class 197 mod 2310, window 1e5-1e6: hazard of the next pair at gap 300 is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,197,1e5-1e6,autocorr_lag1,,54,0.0395129,0,0,0.166532,0.2373,0.2373,5,17,1,10,1,1,,"Twin primes, class 197 mod 2310, window 1e5-1e6: lag-1 autocorrelation of consecutive normalized gaps is +0.0395 (hazard model predicts 0); z = +0.2."
twin,"(0,2)",2310,221,1e5-1e6,mean_norm_gap,,56,0.990323,1.01164,1.00523,0.112079,-0.1902,-0.133,5,11,4,1,3,1,,"Twin primes, class 221 mod 2310, window 1e5-1e6: mean normalized gap runs 1.0% short; model predicts 1.2% long; z = -0.2."
twin,"(0,2)",2310,221,1e5-1e6,var_norm_gap,,56,0.640954,0.944644,0.927562,0.135382,-2.243,-2.117,5,11,4,1,3,1,,"Twin primes, class 221 mod 2310, window 1e5-1e6: variance of the normalized gap is 0.641 vs predicted 0.9446; z = -2.2."
twin,"(0,2)",2310,221,1e5-1e6,skew_norm_gap,,56,0.893723,1.7354,1.77724,0.293816,-2.865,-3.007,5,11,4,1,3,1,,"Twin primes, class 221 mod 2310, window 1e5-1e6: skewness of the normalized gap is 0.8937 vs predicted 1.735; z = -2.9."
twin,"(0,2)",2310,221,1e5-1e6,kurt_norm_gap,,56,0.419476,5.15066,5.29196,0.875098,-5.406,-5.568,5,11,4,1,3,1,,"Twin primes, class 221 mod 2310, window 1e5-1e6: excess kurtosis of the normalized gap is 0.4195 vs predicted 5.151; z = -5.4."
twin,"(0,2)",2310,221,1e5-1e6,p_tail_2x,,56,0.107143,0.123623,0.126873,0.0416507,-0.3957,-0.4737,5,11,4,1,3,1,,"Twin primes, class 221 mod 2310, window 1e5-1e6: P(gap > 2x class mean) is 0.1071 vs predicted 0.1236; z = -0.4."
twin,"(0,2)",2310,221,1e5-1e6,p_tail_3x,,56,0.0178571,0.0356129,0.039303,0.0184337,-0.9632,-1.163,5,11,4,1,3,1,,"Twin primes, class 221 mod 2310, window 1e5-1e6: P(gap > 3x class mean) is 0.01786 vs predicted 0.03561; z = -1.0."
twin,"(0,2)",2310,221,1e5-1e6,p_tail_5x,,56,0,0.00458064,0.00490957,0,,,5,11,4,1,3,1,,"Twin primes, class 221 mod 2310, window 1e5-1e6: P(gap > 5x class mean) is 0 vs predicted 0.004581; z undefined."
twin,"(0,2)",2310,221,1e5-1e6,p_gap_6,,56,0.0714286,0.117554,0.131399,0.0329194,-1.401,-1.822,5,11,4,1,3,1,,"Twin primes, class 221 mod 2310, window 1e5-1e6: P(gap = 6) is 0.07143 vs predicted 0.1176; z = -1.4."
twin,"(0,2)",2310,221,1e5-1e6,p_gap_12,,56,0,0,0,0,,,5,11,4,1,3,1,,"Twin primes, class 221 mod 2310, window 1e5-1e6: P(gap = 12) is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,221,1e5-1e6,p_gap_18,,56,0.142857,0.103549,0.1139,0.0478636,0.8213,0.605,5,11,4,1,3,1,,"Twin primes, class 221 mod 2310, window 1e5-1e6: P(gap = 18) is 0.1429 vs predicted 0.1035; z = +0.8."
twin,"(0,2)",2310,221,1e5-1e6,p_gap_30,,56,0,0,0,0,,,5,11,4,1,3,1,,"Twin primes, class 221 mod 2310, window 1e5-1e6: P(gap = 30) is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,221,1e5-1e6,hazard,6,56,0.0714286,0.117554,0.131399,0.0329194,-1.401,-1.822,5,11,4,1,3,1,,"Twin primes, class 221 mod 2310, window 1e5-1e6: hazard of the next pair at gap 6 is 0.07143 vs predicted 0.1176; z = -1.4."
twin,"(0,2)",2310,221,1e5-1e6,hazard,24,44,0,0,0,0,,,5,11,4,1,3,1,,"Twin primes, class 221 mod 2310, window 1e5-1e6: hazard of the next pair at gap 24 is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,221,1e5-1e6,hazard,42,44,0,0,0,0,,,5,11,4,1,3,1,,"Twin primes, class 221 mod 2310, window 1e5-1e6: hazard of the next pair at gap 42 is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,221,1e5-1e6,hazard,60,36,0.0555556,0.126099,0.130609,0.0398622,-1.77,-1.883,5,11,4,1,3,1,,"Twin primes, class 221 mod 2310, window 1e5-1e6: hazard of the next pair at gap 60 is 0.05556 vs predicted 0.1261; z = -1.8."
twin,"(0,2)",2310,221,1e5-1e6,hazard,102,28,0,0,0,0,,,5,11,4,1,3,1,,"Twin primes, class 221 mod 2310, window 1e5-1e6: hazard of the next pair at gap 102 is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,221,1e5-1e6,hazard,174,15,0,0,0,0,,,5,11,4,1,3,1,,"Twin primes, class 221 mod 2310, window 1e5-1e6: hazard of the next pair at gap 174 is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,221,1e5-1e6,hazard,300,6,0.166667,0.115938,0.127732,0.167791,0.3023,0.232,5,11,4,1,3,1,,"Twin primes, class 221 mod 2310, window 1e5-1e6: hazard of the next pair at gap 300 is 0.1667 vs predicted 0.1159; z = +0.3."
twin,"(0,2)",2310,221,1e5-1e6,autocorr_lag1,,55,-0.123427,0,0,0.113943,-1.083,-1.083,5,11,4,1,3,1,,"Twin primes, class 221 mod 2310, window 1e5-1e6: lag-1 autocorrelation of consecutive normalized gaps is -0.1234 (hazard model predicts 0); z = -1.1."
twin,"(0,2)",2310,227,1e5-1e6,mean_norm_gap,,50,0.985818,1.10543,1.10302,0.125518,-0.9529,-0.9338,5,17,3,7,3,4,,"Twin primes, class 227 mod 2310, window 1e5-1e6: mean normalized gap runs 1.4% short; model predicts 10.5% long; z = -1.0."
twin,"(0,2)",2310,227,1e5-1e6,var_norm_gap,,50,0.821103,0.935226,0.907869,0.267544,-0.4266,-0.3243,5,17,3,7,3,4,,"Twin primes, class 227 mod 2310, window 1e5-1e6: variance of the normalized gap is 0.8211 vs predicted 0.9352; z = -0.4."
twin,"(0,2)",2310,227,1e5-1e6,skew_norm_gap,,50,1.82134,1.77716,1.80554,0.410945,0.1075,0.03845,5,17,3,7,3,4,,"Twin primes, class 227 mod 2310, window 1e5-1e6: skewness of the normalized gap is 1.821 vs predicted 1.777; z = +0.1."
twin,"(0,2)",2310,227,1e5-1e6,kurt_norm_gap,,50,3.47581,5.42855,5.56519,2.05391,-0.9507,-1.017,5,17,3,7,3,4,,"Twin primes, class 227 mod 2310, window 1e5-1e6: excess kurtosis of the normalized gap is 3.476 vs predicted 5.429; z = -1.0."
twin,"(0,2)",2310,227,1e5-1e6,p_tail_2x,,50,0.08,0.108784,0.1162,0.0377632,-0.7622,-0.9586,5,17,3,7,3,4,,"Twin primes, class 227 mod 2310, window 1e5-1e6: P(gap > 2x class mean) is 0.08 vs predicted 0.1088; z = -0.8."
twin,"(0,2)",2310,227,1e5-1e6,p_tail_3x,,50,0.06,0.0300197,0.0292686,0.0334602,0.896,0.9184,5,17,3,7,3,4,,"Twin primes, class 227 mod 2310, window 1e5-1e6: P(gap > 3x class mean) is 0.06 vs predicted 0.03002; z = +0.9."
twin,"(0,2)",2310,227,1e5-1e6,p_tail_5x,,50,0,0.00298282,0.00360173,0,,,5,17,3,7,3,4,,"Twin primes, class 227 mod 2310, window 1e5-1e6: P(gap > 5x class mean) is 0 vs predicted 0.002983; z undefined."
twin,"(0,2)",2310,227,1e5-1e6,p_gap_6,,50,0,0,0,0,,,5,17,3,7,3,4,,"Twin primes, class 227 mod 2310, window 1e5-1e6: P(gap = 6) is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,227,1e5-1e6,p_gap_12,,50,0.1,0.117555,0.131399,0.0428095,-0.4101,-0.7335,5,17,3,7,3,4,,"Twin primes, class 227 mod 2310, window 1e5-1e6: P(gap = 12) is 0.1 vs predicted 0.1176; z = -0.4."
twin,"(0,2)",2310,227,1e5-1e6,p_gap_18,,50,0,0,0,0,,,5,17,3,7,3,4,,"Twin primes, class 227 mod 2310, window 1e5-1e6: P(gap = 18) is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,227,1e5-1e6,p_gap_30,,50,0,0,0,0,,,5,17,3,7,3,4,,"Twin primes, class 227 mod 2310, window 1e5-1e6: P(gap = 30) is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,227,1e5-1e6,hazard,6,50,0,0,0,0,,,5,17,3,7,3,4,,"Twin primes, class 227 mod 2310, window 1e5-1e6: hazard of the next pair at gap 6 is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,227,1e5-1e6,hazard,24,45,0,0,0,0,,,5,17,3,7,3,4,,"Twin primes, class 227 mod 2310, window 1e5-1e6: hazard of the next pair at gap 24 is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,227,1e5-1e6,hazard,42,45,0.133333,0.117343,0.13113,0.0481344,0.3322,0.04577,5,17,3,7,3,4,,"Twin primes, class 227 mod 2310, window 1e5-1e6: hazard of the next pair at gap 42 is 0.1333 vs predicted 0.1173; z = +0.3."
twin,"(0,2)",2310,227,1e5-1e6,hazard,60,29,0,0,0,0,,,5,17,3,7,3,4,,"Twin primes, class 227 mod 2310, window 1e5-1e6: hazard of the next pair at gap 60 is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,227,1e5-1e6,hazard,102,24,0,0,0,0,,,5,17,3,7,3,4,,"Twin primes, class 227 mod 2310, window 1e5-1e6: hazard of the next pair at gap 102 is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,227,1e5-1e6,hazard,174,15,0.266667,0.128349,0.129402,0.115958,1.193,1.184,5,17,3,7,3,4,,"Twin primes, class 227 mod 2310, window 1e5-1e6: hazard of the next pair at gap 174 is 0.2667 vs predicted 0.1283; z = +1.2."
twin,"(0,2)",2310,227,1e5-1e6,hazard,300,4,0,0.115935,0.127733,0,,,5,17,3,7,3,4,,"Twin primes, class 227 mod 2310, window 1e5-1e6: hazard of the next pair at gap 300 is 0 vs predicted 0.1159; z undefined."
twin,"(0,2)",2310,227,1e5-1e6,autocorr_lag1,,49,0.0137841,0,0,0.120432,0.1145,0.1145,5,17,3,7,3,4,,"Twin primes, class 227 mod 2310, window 1e5-1e6: lag-1 autocorrelation of consecutive normalized gaps is +0.0138 (hazard model predicts 0); z = +0.1."
twin,"(0,2)",2310,239,1e5-1e6,mean_norm_gap,,54,1.32239,1.18065,1.16326,0.131905,1.075,1.206,5,29,1,8,1,3,,"Twin primes, class 239 mod 2310, window 1e5-1e6: mean normalized gap runs 32.2% long; model predicts 18.1% long; z = +1.1."
twin,"(0,2)",2310,239,1e5-1e6,var_norm_gap,,54,0.849121,0.930993,0.866702,0.243621,-0.3361,-0.07217,5,29,1,8,1,3,,"Twin primes, class 239 mod 2310, window 1e5-1e6: variance of the normalized gap is 0.8491 vs predicted 0.931; z = -0.3."
twin,"(0,2)",2310,239,1e5-1e6,skew_norm_gap,,54,1.54172,1.87253,1.92382,0.345701,-0.9569,-1.105,5,29,1,8,1,3,,"Twin primes, class 239 mod 2310, window 1e5-1e6: skewness of the normalized gap is 1.542 vs predicted 1.873; z = -1.0."
twin,"(0,2)",2310,239,1e5-1e6,kurt_norm_gap,,54,2.57087,5.7628,6.18165,1.49317,-2.138,-2.418,5,29,1,8,1,3,,"Twin primes, class 239 mod 2310, window 1e5-1e6: excess kurtosis of the normalized gap is 2.571 vs predicted 5.763; z = -2.1."
twin,"(0,2)",2310,239,1e5-1e6,p_tail_2x,,54,0.111111,0.105192,0.104398,0.0430214,0.1376,0.1561,5,29,1,8,1,3,,"Twin primes, class 239 mod 2310, window 1e5-1e6: P(gap > 2x class mean) is 0.1111 vs predicted 0.1052; z = +0.1."
twin,"(0,2)",2310,239,1e5-1e6,p_tail_3x,,54,0.037037,0.0281945,0.0264254,0.0261716,0.3379,0.4055,5,29,1,8,1,3,,"Twin primes, class 239 mod 2310, window 1e5-1e6: P(gap > 3x class mean) is 0.03704 vs predicted 0.02819; z = +0.3."
twin,"(0,2)",2310,239,1e5-1e6,p_tail_5x,,54,0,0.00219664,0.00256122,0,,,5,29,1,8,1,3,,"Twin primes, class 239 mod 2310, window 1e5-1e6: P(gap > 5x class mean) is 0 vs predicted 0.002197; z undefined."
twin,"(0,2)",2310,239,1e5-1e6,p_gap_6,,54,0,0,0,0,,,5,29,1,8,1,3,,"Twin primes, class 239 mod 2310, window 1e5-1e6: P(gap = 6) is 0 vs predicted 0; z undefined."
twin,"(0,2)",2310,239,1e5-1e6,p_gap_12,,54,0,0,0,0,,,5,29,1,8,1,3,,"Twin primes, class 239 mod 2310, window 1e5-1e6: P(gap = 12) is 0 vs predicted 0; z undefined."
